Date,"O2, cm-3 (100 km)","O2, cm-3 (150 km)","O2, cm-3 (200 km)","O2, cm-3 (250 km)","O2, cm-3 (300 km)","O2, cm-3 (350 km)","O2, cm-3 (400 km)","O2, cm-3 (450 km)","O2, cm-3 (500 km)","O2, cm-3 (550 km)","O2, cm-3 (600 km)","O2, cm-3 (650 km)","O2, cm-3 (700 km)","O2, cm-3 (750 km)","O2, cm-3(800 km)","O2, cm-3 (850 km)","O2, cm-3 (900 km)","O2, cm-3 (950 km)","O2, cm-3 (1000 km)"
01/01/1996,3013000000000,1934000000,105900000,8261000,686200,59280,5312,493.1,47.39,4.713,0.4845,0.05146,0.005642,0.0006383,0.00007444,0.000008946,0.000001107,0.000000141,0.00000001846
01/02/1996,2983000000000,2030000000,111800000,8758000,731200,63510,5721,533.9,51.58,5.155,0.5326,0.05685,0.006264,0.000712,0.00008344,0.00001007,0.000001252,0.0000001602,0.00000002108
01/03/1996,3019000000000,2043000000,105700000,7771000,607500,49410,4170,365,33.1,3.108,0.302,0.03034,0.00315,0.0003376,0.00003733,0.000004256,0.0000005001,0.00000006051,0.000000007536
01/04/1996,2760000000000,2009000000,106000000,8266000,692800,60550,5491,515.8,50.17,5.047,0.5249,0.05639,0.006252,0.0007151,0.00008432,0.00001024,0.000001281,0.0000001648,0.00000002181
01/05/1996,2628000000000,1891000000,98640000,7558000,620800,53140,4720,434.4,41.4,4.083,0.4164,0.04387,0.004772,0.0005357,0.000062,0.000007394,0.0000009082,0.0000001148,0.00000001493
01/06/1996,2497000000000,1812000000,94270000,6964000,546600,44620,3779,331.9,30.2,2.846,0.2774,0.02796,0.002912,0.0003131,0.00003473,0.000003972,0.0000004681,0.00000005681,0.000000007096
01/07/1996,2337000000000,1860000000,99930000,7480000,592900,48830,4172,369.5,33.91,3.221,0.3166,0.03216,0.003376,0.0003658,0.00004088,0.000004711,0.0000005594,0.00000006839,0.000000008604
01/08/1996,2269000000000,1983000000,111800000,9022000,778100,69850,6500,626.4,62.47,6.442,0.6864,0.07553,0.008575,0.001004,0.0001211,0.00001505,0.000001925,0.0000002532,0.00000003424
01/09/1996,2509000000000,2017000000,105400000,7898000,631000,52470,4527,405,37.52,3.599,0.3571,0.03662,0.003879,0.0004241,0.00004783,0.00000556,0.0000006659,0.00000008211,0.00000001042
01/10/1996,2689000000000,1994000000,100900000,7451000,588100,48350,4125,365,33.46,3.175,0.3117,0.03164,0.003318,0.0003591,0.0000401,0.000004617,0.0000005477,0.0000000669,0.000000008409
01/11/1996,2887000000000,1903000000,97680000,7431000,606600,51610,4557,417,39.52,3.875,0.393,0.04118,0.004455,0.0004974,0.00005727,0.000006794,0.0000008302,0.0000001044,0.00000001351
01/12/1996,2991000000000,1876000000,104900000,8873000,812900,77760,7713,791.8,84.04,9.216,1.043,0.1218,0.01467,0.00182,0.0002325,0.00003057,0.000004133,0.0000005744,0.00000008199
01/01/1997,3001000000000,1909000000,104100000,8136000,678100,58800,5287,492.6,47.52,4.741,0.4891,0.05212,0.005734,0.0006508,0.00007616,0.000009181,0.00000114,0.0000001456,0.00000001913
01/02/1997,3039000000000,1999000000,106700000,8018000,639800,53080,4568,407.5,37.67,3.604,0.3566,0.03648,0.003855,0.0004205,0.00004731,0.000005488,0.0000006558,0.00000008068,0.00000001021
01/03/1997,2809000000000,2080000000,115300000,9394000,823000,75150,7117,697.8,70.79,7.424,0.8043,0.08996,0.01038,0.001235,0.0001513,0.00001909,0.000002479,0.0000003311,0.00000004545
01/04/1997,2712000000000,2014000000,109800000,9049000,807700,75280,7279,728.6,75.43,8.072,0.892,0.1017,0.01197,0.001451,0.0001811,0.00002328,0.000003079,0.0000004186,0.00000005848
01/05/1997,2303000000000,1966000000,114500000,10340000,1021000,105500,11310,1254,143.5,16.95,2.066,0.2594,0.03355,0.004465,0.0006114,0.00008607,0.00001245,0.000001849,0.0000002819
01/06/1997,2436000000000,1824000000,98800000,7793000,658300,57900,5282,499.1,48.82,4.94,0.5166,0.0558,0.00622,0.0007153,0.00008478,0.00001035,0.000001301,0.0000001683,0.00000002238
01/07/1997,2394000000000,1825000000,95980000,7027000,544500,43850,3664,317.5,28.51,2.651,0.2551,0.02539,0.002611,0.0002773,0.00003038,0.000003434,0.0000003999,0.00000004797,0.000000005923
01/08/1997,2344000000000,1903000000,101300000,7633000,611600,50960,4406,394.8,36.65,3.521,0.35,0.03595,0.003815,0.0004178,0.00004719,0.000005495,0.0000006592,0.00000008142,0.00000001035
01/09/1997,2488000000000,1948000000,110300000,9711000,934800,94130,9827,1061,118.4,13.63,1.62,0.1985,0.02505,0.003255,0.0004353,0.00005987,0.000008462,0.000001229,0.0000001832
01/10/1997,2150000000000,2043000000,127300000,13300000,1560000,192900,24740,3274,446.6,62.72,9.06,1.346,0.2054,0.03218,0.005176,0.0008538,0.0001444,0.00002503,0.000004443
01/11/1997,2644000000000,1871000000,109700000,10670000,1155000,131500,15530,1894,238.2,30.89,4.125,0.5669,0.08015,0.01165,0.001739,0.0002667,0.00004196,0.000006773,0.000001121
01/12/1997,2865000000000,1814000000,111300000,11410000,1308000,158000,19770,2555,340.4,46.69,6.591,0.9569,0.1428,0.02189,0.003444,0.0005561,0.00009209,0.00001563,0.000002718
01/01/1998,2932000000000,1841000000,112500000,11010000,1192000,135300,15920,1933,242.3,31.29,4.162,0.5698,0.08025,0.01162,0.001729,0.0002641,0.0000414,0.000006659,0.000001098
01/02/1998,2843000000000,1931000000,115600000,10850000,1118000,120500,13460,1554,185.2,22.77,2.884,0.3764,0.05055,0.006986,0.0009925,0.0001449,0.00002172,0.000003342,0.0000005276
01/03/1998,2643000000000,1958000000,120400000,12310000,1407000,169100,21060,2707,358.7,48.96,6.876,0.9933,0.1475,0.0225,0.003523,0.0005662,0.00009333,0.00001577,0.000002729
01/04/1998,2766000000000,1819000000,107600000,11000000,1271000,154800,19550,2548,342.4,47.36,6.741,0.9867,0.1484,0.02293,0.003637,0.0005918,0.00009874,0.00001688,0.000002958
01/05/1998,2411000000000,1752000000,107100000,11490000,1399000,179800,23950,3293,466.3,67.93,10.18,1.566,0.2476,0.04017,0.006686,0.001141,0.0001995,0.00003573,0.00000655
01/06/1998,2352000000000,1667000000,99280000,9872000,1096000,127700,15420,1922,247.2,32.74,4.465,0.6266,0.09042,0.01341,0.002043,0.0003194,0.00005124,0.000008428,0.000001421
01/07/1998,2219000000000,1682000000,107800000,11870000,1479000,194200,26400,3702,534.5,79.37,12.11,1.9,0.3058,0.05052,0.008559,0.001486,0.0002644,0.00004817,0.000008981
01/08/1998,1977000000000,1754000000,115500000,13510000,1808000,255300,37340,5627,872.2,138.9,22.72,3.814,0.6566,0.1159,0.02095,0.003881,0.0007356,0.0001427,0.00002829
01/09/1998,2094000000000,1836000000,127900000,17320000,2780000,477300,85150,15640,2949,569.9,112.8,22.85,4.734,1.003,0.2172,0.04803,0.01085,0.002501,0.000588
01/10/1998,2147000000000,1815000000,118200000,14670000,2127000,328200,52530,8661,1467,255.1,45.5,8.317,1.557,0.2986,0.0586,0.01176,0.002414,0.0005064,0.0001085
01/11/1998,2610000000000,1684000000,103600000,11910000,1583000,222900,32540,4897,758,120.6,19.7,3.302,0.5678,0.1001,0.01808,0.003344,0.0006332,0.0001227,0.0000243
01/12/1998,2529000000000,1687000000,116200000,15670000,2503000,427500,75840,13850,2597,498.9,98.19,19.78,4.077,0.8591,0.185,0.04071,0.009148,0.002098,0.0004909
01/01/1999,2684000000000,1670000000,115800000,15540000,2463000,416200,73000,13180,2442,463.9,90.26,17.98,3.664,0.7638,0.1627,0.03543,0.007877,0.001788,0.0004141
01/02/1999,2884000000000,1676000000,102000000,11040000,1359000,176300,23680,3281,468,68.69,10.36,1.606,0.2557,0.04177,0.006998,0.001202,0.0002116,0.00003814,0.000007037
01/03/1999,2884000000000,1676000000,102000000,11040000,1359000,176300,23680,3281,468,68.69,10.36,1.606,0.2557,0.04177,0.006998,0.001202,0.0002116,0.00003814,0.000007037
01/04/1999,2460000000000,1767000000,108500000,12170000,1567000,213300,30100,4378,655.5,100.9,15.95,2.59,0.4315,0.07373,0.01291,0.002318,0.0004259,0.00008011,0.00001542
01/05/1999,2153000000000,1683000000,110400000,13960000,2071000,326900,53560,9035,1565,278.3,50.73,9.476,1.813,0.3549,0.07111,0.01457,0.003051,0.0006527,0.0001426
01/06/1999,2153000000000,1517000000,102300000,13890000,2247000,388100,69570,12830,2428,470.7,93.47,18.99,3.948,0.8392,0.1823,0.04044,0.00916,0.002118,0.0004995
01/07/1999,2036000000000,1500000000,105700000,15440000,2722000,514500,100900,20360,4210,890.9,192.8,42.66,9.642,2.226,0.5244,0.1261,0.03091,0.007727,0.001968
01/08/1999,2019000000000,1579000000,110300000,15860000,2744000,508600,97800,19340,3919,813.3,172.6,37.47,8.312,1.883,0.4357,0.1029,0.02478,0.006087,0.001524
01/09/1999,1987000000000,1712000000,118900000,17040000,2939000,543900,104500,20660,4187,868.7,184.4,40.02,8.878,2.012,0.4654,0.1099,0.02647,0.006501,0.001628
01/10/1999,2219000000000,1634000000,101800000,12700000,1869000,292500,47430,7919,1358,238.9,43.11,7.971,1.51,0.2927,0.05808,0.01179,0.002445,0.0005183,0.0001122
01/11/1999,2328000000000,1583000000,104400000,14520000,2433000,436900,81430,15610,3070,618.2,127.4,26.87,5.791,1.276,0.287,0.06593,0.01546,0.003697,0.0009014
01/12/1999,2509000000000,1500000000,99060000,13640000,2254000,397900,72850,13720,2649,524.2,106.2,22,4.662,1.01,0.2235,0.0505,0.01165,0.002742,0.0006583
01/01/2000,2276000000000,1606000000,109900000,14920000,2396000,409600,72570,13220,2472,473.5,92.91,18.66,3.834,0.8057,0.173,0.03797,0.008507,0.001946,0.000454
01/02/2000,2525000000000,1596000000,104100000,13430000,2044000,330400,55310,9526,1684,305.5,56.78,10.81,2.108,0.4206,0.08582,0.01791,0.003818,0.0008314,0.0001849
01/03/2000,2291000000000,1651000000,116600000,18070000,3448000,710000,152000,33440,7536,1736,408.5,98.16,24.07,6.02,1.535,0.3991,0.1057,0.0285,0.007824
01/04/2000,2239000000000,1567000000,107500000,16690000,3216000,669500,145000,32260,7351,1712,407.4,98.95,24.52,6.198,1.597,0.4194,0.1122,0.03055,0.00847
01/05/2000,2034000000000,1463000000,96750000,14110000,2516000,481500,95640,19520,4082,873.6,191.2,42.76,9.769,2.279,0.5426,0.1318,0.03264,0.008242,0.00212
01/06/2000,1982000000000,1383000000,90090000,12480000,2081000,370600,68390,12970,2524,502.8,102.5,21.39,4.564,0.9951,0.2216,0.05041,0.0117,0.002772,0.0006695
01/07/2000,1920000000000,1375000000,90040000,12400000,2052000,361800,66100,12410,2389,471.2,95.13,19.65,4.152,0.8966,0.1978,0.04457,0.01025,0.002406,0.0005761
01/08/2000,1907000000000,1507000000,99040000,13260000,2112000,358100,62880,11350,2103,399.3,77.65,15.46,3.149,0.6561,0.1397,0.03041,0.006757,0.001533,0.0003549
01/09/2000,1961000000000,1605000000,106900000,14980000,2528000,456200,85390,16430,3242,655,135.4,28.64,6.193,1.368,0.3088,0.07115,0.01673,0.004012,0.0009811
01/10/2000,2153000000000,1640000000,111200000,16320000,2927000,564800,113300,23370,4940,1069,236.4,53.43,12.34,2.907,0.6992,0.1715,0.04291,0.01094,0.002842
01/11/2000,2360000000000,1550000000,104000000,15250000,2731000,526100,105300,21690,4576,987.9,218.1,49.2,11.34,2.667,0.6403,0.1568,0.03915,0.009964,0.002584
01/12/2000,2504000000000,1521000000,103900000,15090000,2659000,502900,98780,19950,4130,875,189.6,42,9.503,2.196,0.5181,0.1247,0.03061,0.007659,0.001953
01/01/2001,2666000000000,1533000000,102600000,13870000,2230000,382300,67940,12420,2329,447.6,88.09,17.75,3.657,0.7708,0.166,0.03653,0.008209,0.001883,0.0004406
01/02/2001,2588000000000,1662000000,111800000,14740000,2292000,379500,65130,11500,2084,387.3,73.75,14.38,2.87,0.5859,0.1223,0.0261,0.005688,0.001266,0.0002876
01/03/2001,2572000000000,1646000000,104000000,12900000,1877000,290200,46470,7660,1297,225.4,40.18,7.341,1.374,0.2633,0.05164,0.01036,0.002125,0.0004455,0.00009541
01/04/2001,2114000000000,1728000000,125300000,19970000,3945000,845100,188800,43380,10210,2456,603.3,151.2,38.66,10.08,2.676,0.7238,0.1994,0.0559,0.01595
01/05/2001,2322000000000,1505000000,99620000,14150000,2439000,451600,86820,17170,3480,722.3,153.4,33.3,7.387,1.674,0.3874,0.09149,0.02204,0.005415,0.001356
01/06/2001,2060000000000,1491000000,97100000,12550000,1913000,310100,52090,9004,1598,290.8,54.25,10.37,2.028,0.4059,0.08311,0.0174,0.003721,0.0008129,0.0001813
01/07/2001,2041000000000,1526000000,100600000,12710000,1877000,293900,47670,7958,1365,240.1,43.31,8.008,1.517,0.294,0.05834,0.01184,0.002455,0.0005204,0.0001127
01/08/2001,1979000000000,1546000000,97160000,11620000,1615000,237500,36150,5665,912.5,151,25.63,4.463,0.7968,0.1457,0.0273,0.005235,0.001027,0.000206,0.00004224
01/09/2001,2124000000000,1535000000,100800000,14270000,2449000,450100,85810,16820,3378,694.7,146.2,31.46,6.918,1.554,0.3566,0.08352,0.01996,0.004863,0.001208
01/10/2001,1764000000000,1517000000,104600000,17400000,3659000,835000,198200,48310,12040,3065,795.7,210.6,56.81,15.61,4.368,1.244,0.3606,0.1063,0.03186
01/11/2001,1996000000000,1431000000,96580000,15660000,3196000,705800,162000,38200,9210,2268,570.1,146.2,38.21,10.18,2.762,0.7634,0.2147,0.06147,0.0179
01/12/2001,2294000000000,1341000000,89230000,14040000,2756000,583700,128300,28960,6688,1578,380.3,93.54,23.47,6.004,1.566,0.4161,0.1126,0.03102,0.008699
01/01/2002,2353000000000,1381000000,95100000,15220000,3036000,653500,146000,33480,7855,1883,460.9,115.1,29.31,7.612,2.014,0.543,0.149,0.04164,0.01184
01/02/2002,2305000000000,1483000000,103700000,16630000,3318000,714700,159800,36710,8624,2070,507.3,126.9,32.35,8.412,2.229,0.6016,0.1653,0.04626,0.01317
01/03/2002,2360000000000,1539000000,103700000,15580000,2882000,573000,118300,25070,5443,1209,274.3,63.6,15.05,3.637,0.8962,0.2252,0.05767,0.01505,0.004
01/04/2002,2184000000000,1588000000,108800000,16640000,3142000,640000,135500,29510,6578,1499,349.2,83.05,20.16,4.992,1.261,0.3245,0.0851,0.02274,0.006184
01/05/2002,2271000000000,1456000000,92250000,12390000,2001000,345100,61730,11350,2143,414.4,82.05,16.63,3.448,0.7309,0.1583,0.03504,0.007918,0.001826,0.0004296
01/06/2002,2181000000000,1475000000,99610000,13910000,2335000,419500,78200,14990,2948,593.8,122.4,25.8,5.562,1.225,0.2757,0.06333,0.01485,0.003551,0.0008659
01/07/2002,1909000000000,1493000000,100700000,13570000,2167000,368400,64900,11750,2185,416.1,81.18,16.21,3.313,0.6923,0.1479,0.03228,0.007194,0.001637,0.00038
01/08/2002,1807000000000,1572000000,112700000,17250000,3219000,645700,134500,28780,6307,1414,323.8,75.75,18.09,4.41,1.096,0.2778,0.07176,0.01888,0.005061
01/09/2002,2004000000000,1573000000,105100000,15060000,2616000,487100,94060,18670,3798,791,168.5,36.7,8.17,1.857,0.4311,0.1021,0.02468,0.006082,0.001528
01/10/2002,1777000000000,1665000000,112400000,16230000,2842000,533100,103800,20770,4261,894.7,192.1,42.19,9.464,2.168,0.5072,0.121,0.02947,0.007315,0.001851
01/11/2002,2406000000000,1588000000,105000000,14610000,2451000,440800,82330,15820,3118,629.3,130,27.47,5.935,1.31,0.2954,0.06801,0.01598,0.003829,0.0009356
01/12/2002,2331000000000,1588000000,107800000,14900000,2461000,434200,79470,14960,2890,571.7,115.8,23.99,5.085,1.101,0.2438,0.05509,0.01271,0.002991,0.0007181
01/01/2003,2624000000000,1629000000,104500000,12360000,1684000,242400,36140,5551,876.6,142.2,23.68,4.047,0.7091,0.1273,0.02343,0.004412,0.0008504,0.0001676,0.00003379
01/02/2003,2566000000000,1771000000,117000000,14110000,1961000,288400,43950,6900,1113,184.5,31.38,5.475,0.9791,0.1794,0.03366,0.006466,0.00127,0.0002553,0.00005243
01/03/2003,2566000000000,1851000000,121000000,14470000,1999000,292700,44440,6952,1118,184.7,31.32,5.448,0.9714,0.1775,0.03321,0.00636,0.001246,0.0002497,0.00005114
01/04/2003,2411000000000,1850000000,125500000,16420000,2539000,419900,72180,12790,2326,433.9,82.93,16.23,3.252,0.6663,0.1396,0.0299,0.00654,0.001461,0.000333
01/05/2003,2058000000000,1791000000,125100000,17020000,2750000,476100,85730,15900,3028,590.8,118,24.14,5.049,1.08,0.2359,0.05264,0.012,0.002789,0.0006616
01/06/2003,2025000000000,1659000000,109600000,13260000,1851000,273700,41950,6624,1075,179.2,30.65,5.377,0.9668,0.1781,0.0336,0.006488,0.001282,0.0002588,0.00005343
01/07/2003,2122000000000,1631000000,107200000,12690000,1725000,247800,36880,5657,892,144.5,24.03,4.101,0.7177,0.1287,0.02365,0.004449,0.0008563,0.0001686,0.00003395
01/08/2003,1881000000000,1805000000,119500000,13790000,1809000,250300,35850,5293,803.8,125.5,20.12,3.312,0.5594,0.09687,0.01719,0.003126,0.0005819,0.0001108,0.0000216
01/09/2003,2187000000000,1847000000,116000000,12800000,1607000,212900,29220,4136,602.7,90.33,13.91,2.201,0.3575,0.05957,0.01018,0.001783,0.0003198,0.00005874,0.00001104
01/10/2003,2334000000000,1797000000,115100000,13980000,1980000,298000,46560,7494,1240,210.6,36.71,6.56,1.201,0.2253,0.04327,0.008502,0.001709,0.000351,0.00007368
01/11/2003,2286000000000,1817000000,132400000,19980000,3674000,731600,152100,32580,7155,1608,369.4,86.68,20.76,5.075,1.265,0.3216,0.08331,0.02198,0.005907
01/12/2003,2552000000000,1676000000,113700000,14940000,2316000,382800,65690,11610,2106,391.8,74.67,14.58,2.912,0.5952,0.1244,0.02657,0.005797,0.001292,0.0002937
01/01/2004,2120000000000,1741000000,125400000,14980000,2005000,281700,40940,6127,943.2,149.2,24.23,4.041,0.6911,0.1212,0.02177,0.004007,0.0007547,0.0001455,0.00002867
01/02/2004,2746000000000,1864000000,115000000,11700000,1328000,158100,19510,2485,326.3,44.12,6.141,0.8791,0.1294,0.01957,0.003038,0.0004841,0.00007913,0.00001326,0.000002276
01/03/2004,2565000000000,1962000000,126400000,14060000,1777000,237200,32830,4686,688.5,104,16.15,2.576,0.4218,0.07083,0.0122,0.002152,0.0003889,0.00007196,0.00001363
01/04/2004,2755000000000,1850000000,112400000,11950000,1444000,184200,24390,3333,469.1,67.94,10.12,1.548,0.2434,0.03927,0.006499,0.001103,0.0001919,0.00003418,0.000006234
01/05/2004,2423000000000,1779000000,105500000,10550000,1183000,139500,17050,2151,279.9,37.52,5.178,0.735,0.1073,0.01609,0.002478,0.0003917,0.00006351,0.00001056,0.000001799
01/06/2004,2170000000000,1755000000,109900000,11500000,1348000,166100,21220,2796,379.7,53.09,7.636,1.129,0.1716,0.02678,0.004289,0.0007047,0.0001187,0.00002049,0.000003623
01/07/2004,2163000000000,1702000000,101000000,9603000,1006000,110400,12540,1471,178.2,22.25,2.864,0.3795,0.05175,0.00726,0.001047,0.000155,0.00002358,0.00000368,0.0000005891
01/08/2004,2185000000000,1764000000,104300000,9991000,1059000,117500,13510,1605,196.6,24.84,3.234,0.4334,0.05977,0.008476,0.001235,0.0001849,0.00002842,0.000004482,0.0000007249
01/09/2004,2329000000000,1848000000,106900000,10190000,1078000,119600,13760,1635,200.4,25.33,3.298,0.4422,0.061,0.008654,0.001262,0.000189,0.00002905,0.000004583,0.0000007415
01/10/2004,2574000000000,1822000000,102400000,9650000,1014000,111900,12800,1513,184.5,23.21,3.007,0.4012,0.05508,0.007778,0.001129,0.0001683,0.00002576,0.000004045,0.0000006516
01/11/2004,2687000000000,1827000000,116100000,13330000,1761000,247100,35990,5407,836,132.8,21.67,3.63,0.6235,0.1098,0.01981,0.003661,0.0006925,0.000134,0.00002652
